@RELATION svm5Classes
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {positive,neutral,negative}

@DATA
0.068023,0.026002,2.955053,0.135351,0.168483,0.338810,0.025479,0.079188,-24.991983,3.182580,-1.082560,-0.303457,-0.534610,0.273279,0.089288,-0.159165,-0.240854,-0.276208,-0.074397,-0.081655,-0.138665,0.014753,0.003340,0.022821,0.030665,0.033189,0.020460,0.028773,0.003647,0.018176,0.012509,0.007402,0.012366,0.023823,0.013230,0.019391,0.248987,0.022375,0.026775,0.181005,0.006327,0.022429,1.553082,0.656381,0.528161,0.158153,0.338638,0.359469,0.213315,0.186307,0.128260,0.323327,0.228496,0.204529,0.279263,0.013770,0.004086,0.007995,0.028352,0.031004,0.014696,0.026513,0.005804,0.026196,0.011859,0.006587,0.020729,0.008555,neutral
0.098081,0.025995,3.106883,0.201389,0.231416,0.608974,0.011550,0.117083,-28.690048,2.853570,-0.130698,-0.020463,-0.429905,0.301568,0.119402,-0.038692,0.046135,0.117567,-0.032494,0.149040,0.042174,0.011677,0.007460,0.022579,0.013120,0.040593,0.027788,0.034926,0.001341,0.009449,0.015775,0.027227,0.009779,0.024392,0.039854,0.031418,0.186170,0.040205,0.019745,0.385696,0.007191,0.076247,2.329971,0.703855,0.594086,0.225460,0.368920,0.245122,0.293292,0.229418,0.203030,0.192627,0.196761,0.144454,0.154353,0.013828,0.009770,0.019341,0.013678,0.036138,0.030843,0.034577,0.001304,0.013966,0.012898,0.019681,0.009841,0.010097,neutral
0.105671,0.014010,3.010765,0.205182,0.228824,0.519440,0.013567,0.157500,-26.908229,3.481951,0.021818,0.074284,-0.189448,0.071428,0.198423,0.153841,0.079345,0.114373,0.066697,0.073105,-0.045818,0.012486,0.012351,0.048976,0.020446,0.054349,0.007299,0.021492,0.003222,0.007605,0.014107,0.015206,0.004471,0.025097,0.098008,0.014259,0.268555,0.094128,0.041683,0.422087,0.008451,0.169371,2.288898,0.631999,0.751134,0.389430,0.524966,0.246596,0.361814,0.259863,0.283136,0.215651,0.203797,0.204177,0.158933,0.014926,0.017148,0.035736,0.019946,0.041084,0.006540,0.023032,0.008239,0.009691,0.013436,0.011999,0.005147,0.009899,neutral
0.137037,0.023842,2.942411,0.224222,0.219134,0.795566,0.015942,0.214113,-25.795067,2.796820,-0.256624,-0.241032,-0.276667,0.248700,0.131647,-0.150816,-0.033045,0.091468,-0.039234,0.105553,-0.080695,0.012431,0.009763,0.014068,0.012557,0.036579,0.013221,0.024017,0.008461,0.011341,0.018017,0.015203,0.004708,0.020883,0.108108,0.015741,0.530623,0.112701,0.041741,0.789764,0.011688,0.221410,1.740862,1.048692,0.845550,0.416448,0.524528,0.474603,0.355923,0.310436,0.259422,0.224682,0.266737,0.239837,0.209884,0.022160,0.018732,0.012373,0.011163,0.023564,0.018776,0.023672,0.017730,0.020632,0.020889,0.020454,0.006092,0.011100,neutral
0.176095,0.020606,3.101515,0.251207,0.220446,1.245966,0.011987,0.273083,-26.437720,2.134136,-0.366168,0.126980,-0.029614,0.195819,0.125197,-0.186639,0.254679,-0.001735,-0.016056,0.176277,0.000613,0.008145,0.006695,0.010086,0.007428,0.021805,0.024312,0.034155,0.002079,0.007902,0.016729,0.012293,0.007927,0.017613,0.083921,0.015038,0.154425,0.089683,0.030903,0.523295,0.006358,0.145120,1.581690,0.685499,0.673468,0.273015,0.267788,0.181977,0.294064,0.204206,0.205237,0.236703,0.148752,0.154326,0.140392,0.005874,0.007333,0.009635,0.010551,0.026265,0.025443,0.024779,0.002125,0.009723,0.015857,0.015153,0.006854,0.007479,neutral
0.159543,0.054949,3.123973,0.247879,0.209414,1.438158,0.005314,0.261312,-22.022465,0.437037,-1.281010,-0.245292,-0.025246,0.134867,-0.176270,-0.415265,0.036174,0.090526,-0.295654,-0.282447,-0.491409,0.015649,0.006870,0.003937,0.004282,0.005126,0.003360,0.009240,0.006983,0.011086,0.032965,0.015184,0.007501,0.014873,0.056365,0.009347,0.031349,0.042715,0.016955,0.337834,0.002475,0.108954,0.299059,0.430467,0.261453,0.221599,0.217082,0.139477,0.080890,0.166952,0.122089,0.113284,0.115608,0.132792,0.134274,0.020535,0.014441,0.002520,0.001795,0.005381,0.002281,0.009319,0.011057,0.004501,0.005917,0.012318,0.007001,0.006042,neutral
0.082144,0.039662,3.138635,0.177423,0.202897,0.578601,0.014239,0.110562,-23.219913,2.354111,-0.440334,-0.176500,-0.756199,0.405017,0.269041,-0.098061,0.079816,0.142567,-0.141892,0.262512,0.020178,0.007748,0.007764,0.016915,0.026340,0.024044,0.015266,0.028081,0.007408,0.005019,0.014940,0.019780,0.017062,0.023494,0.022090,0.016922,0.192354,0.023648,0.023186,0.215909,0.007955,0.048564,0.937174,0.445625,0.487387,0.342753,0.445131,0.234301,0.255392,0.258969,0.230530,0.173758,0.199934,0.184711,0.250146,0.009914,0.013142,0.019182,0.034603,0.018036,0.016409,0.022405,0.018480,0.005979,0.015026,0.024354,0.025100,0.010533,neutral
0.172153,0.038582,3.234348,0.270044,0.222272,1.730176,0.008925,0.303375,-22.545742,0.250415,-1.184408,-0.559831,-0.362917,-0.054994,-0.396206,-0.353810,-0.227535,-0.497022,-0.327822,0.292709,0.162921,0.010841,0.007266,0.010493,0.010177,0.017125,0.032620,0.008677,0.005007,0.008224,0.003127,0.010643,0.008702,0.016247,0.052620,0.015544,0.113587,0.043657,0.017819,0.428329,0.004103,0.113174,0.665204,0.713530,0.473699,0.285657,0.197279,0.342121,0.384554,0.308168,0.336406,0.257229,0.376004,0.354560,0.308715,0.016546,0.007090,0.010851,0.010490,0.023400,0.049228,0.009940,0.009607,0.008123,0.001841,0.016758,0.015955,0.011735,neutral
0.170802,0.032103,3.129652,0.265659,0.219368,1.504379,0.009988,0.300593,-23.131400,0.670983,-0.526948,-0.352766,-0.407791,0.250863,-0.072775,-0.197296,-0.272209,-0.001981,-0.140032,-0.049808,-0.199519,0.012570,0.009343,0.011311,0.016842,0.010520,0.012671,0.015678,0.013452,0.015448,0.008150,0.009035,0.003606,0.016091,0.072385,0.018701,0.216339,0.057474,0.026630,0.480901,0.007019,0.139734,0.977420,0.645816,0.551837,0.345782,0.401256,0.361761,0.353311,0.352925,0.288538,0.320378,0.401547,0.430190,0.327976,0.019019,0.014189,0.011102,0.023439,0.012679,0.017506,0.021412,0.025628,0.024546,0.008978,0.010306,0.003807,0.010248,neutral
0.185693,0.012673,3.033918,0.274988,0.220481,1.836627,0.005459,0.326611,-23.746624,0.108471,-1.102420,0.003377,-0.184976,0.065419,-0.111259,-0.063065,-0.032063,-0.183772,-0.130391,0.013592,-0.096758,0.011377,0.012991,0.012829,0.012236,0.008782,0.010685,0.007789,0.004751,0.007351,0.007194,0.009243,0.007658,0.010149,0.037115,0.006824,0.375562,0.035432,0.020961,0.374068,0.002409,0.100914,0.860956,0.482231,0.410666,0.306438,0.362518,0.281426,0.277703,0.322233,0.325542,0.284387,0.268400,0.293923,0.256613,0.012422,0.018536,0.010736,0.013528,0.009665,0.013997,0.007498,0.003818,0.006155,0.005927,0.008197,0.008845,0.005762,neutral
0.146944,0.011946,3.048524,0.237484,0.216309,1.367574,0.008791,0.225635,-24.417122,1.023159,-0.951743,-0.136301,-0.227036,0.286894,-0.121152,-0.198803,-0.013022,-0.040636,-0.092609,0.072506,-0.094307,0.011169,0.006279,0.012674,0.009232,0.010779,0.014372,0.023271,0.012148,0.009134,0.016018,0.018252,0.010285,0.015566,0.038408,0.008961,0.321134,0.038006,0.023446,0.417407,0.003469,0.080152,1.170546,0.645550,0.544428,0.377949,0.445909,0.320977,0.259048,0.274785,0.253899,0.264156,0.312955,0.230401,0.279891,0.012134,0.007936,0.013041,0.011995,0.014349,0.015204,0.028526,0.020307,0.011554,0.017166,0.020421,0.014142,0.008385,neutral
0.117758,0.022780,3.049512,0.206933,0.208064,0.976464,0.013399,0.171208,-24.639053,1.793682,-1.393836,-0.121366,-0.185950,0.123041,0.232081,-0.043172,-0.156800,0.121211,-0.042081,-0.202741,-0.199120,0.011004,0.011024,0.019399,0.011011,0.013001,0.015726,0.015895,0.010715,0.011625,0.019946,0.013763,0.008059,0.019568,0.058732,0.019453,0.318087,0.060596,0.036487,0.483979,0.008753,0.098710,1.334465,0.761212,0.504063,0.370847,0.446507,0.286460,0.203090,0.329824,0.253461,0.392314,0.215056,0.334552,0.221852,0.010912,0.017810,0.024238,0.014969,0.017909,0.021547,0.017011,0.019102,0.014428,0.032671,0.016294,0.011510,0.012014,neutral
0.120925,0.051604,3.073321,0.214023,0.218644,0.532407,0.020839,0.151545,-24.673393,3.219026,-0.577769,-0.121079,-0.452280,0.010661,0.085600,-0.024652,-0.008463,0.104520,-0.041739,0.037694,0.026334,0.010715,0.008590,0.010566,0.009371,0.026542,0.016576,0.025427,0.003788,0.019732,0.029767,0.019597,0.008520,0.024060,0.122416,0.041502,0.281962,0.117778,0.050155,0.498458,0.015078,0.189997,2.094677,0.664851,0.896660,0.376620,0.483722,0.295204,0.439556,0.286001,0.259908,0.272746,0.247942,0.232525,0.197570,0.015518,0.017022,0.010808,0.014534,0.033466,0.018713,0.025710,0.008362,0.032516,0.038894,0.026501,0.013271,0.010922,neutral
0.164620,0.015003,2.895161,0.267280,0.236921,0.621801,0.021527,0.211203,-26.943220,3.300081,0.128296,-0.201821,-0.336114,0.134782,0.111152,0.035837,0.026921,0.106585,-0.052255,0.060056,0.079873,0.011579,0.004312,0.026675,0.018810,0.040782,0.025351,0.028706,0.001750,0.005601,0.011001,0.012055,0.005984,0.023672,0.183739,0.011010,0.442366,0.166578,0.033206,0.713403,0.012928,0.282906,2.195277,1.106069,0.864835,0.365363,0.388497,0.338586,0.369165,0.232710,0.274870,0.189631,0.204517,0.167960,0.175791,0.018759,0.006050,0.032265,0.026491,0.036025,0.041530,0.043194,0.003122,0.006170,0.012163,0.014212,0.010359,0.014115,neutral
0.091542,0.037071,3.047257,0.189839,0.213151,0.621150,0.013534,0.110417,-23.932994,2.469687,-0.441402,-0.154154,-0.274684,0.327992,0.182415,-0.166230,0.025511,0.207334,-0.174159,0.181100,0.007294,0.020056,0.004330,0.028375,0.007966,0.034761,0.009759,0.015909,0.005530,0.013196,0.015362,0.019907,0.008754,0.022661,0.032224,0.030626,0.319247,0.039943,0.029749,0.399027,0.006518,0.070684,1.955453,0.686438,0.616419,0.393385,0.457320,0.317855,0.372019,0.213013,0.213927,0.224153,0.259307,0.172025,0.226876,0.029483,0.005027,0.041409,0.010928,0.041693,0.008894,0.010395,0.009811,0.014242,0.014905,0.020258,0.017610,0.011901,neutral
0.162155,0.013805,2.931037,0.262070,0.251996,0.803107,0.012646,0.229045,-27.400408,3.007458,0.362845,0.005884,-0.317165,0.175144,0.120188,0.105200,0.038873,0.035387,-0.142682,0.028294,0.068534,0.020651,0.006635,0.050575,0.020877,0.045706,0.012986,0.021777,0.001563,0.005414,0.010899,0.017813,0.007555,0.025495,0.130217,0.012657,0.377019,0.114436,0.033456,0.638864,0.006987,0.218445,2.388386,1.025177,0.547649,0.302020,0.406741,0.286481,0.251052,0.291055,0.216483,0.311117,0.179914,0.179924,0.168550,0.022649,0.008929,0.043406,0.021927,0.041262,0.019522,0.021090,0.002225,0.005527,0.010761,0.015444,0.009827,0.012810,neutral
0.141750,0.022258,2.961833,0.225010,0.227576,0.670819,0.015410,0.168000,-25.522034,3.107716,0.129688,-0.130626,-0.126387,0.125790,0.237645,-0.015858,0.114806,0.093863,0.068142,0.048523,0.101070,0.014782,0.007422,0.042939,0.026533,0.048442,0.009031,0.019620,0.004152,0.007081,0.009403,0.015003,0.008980,0.023689,0.129217,0.021411,0.236625,0.116841,0.039625,0.767956,0.010008,0.218421,1.892638,0.965514,0.891994,0.313566,0.409882,0.305553,0.282551,0.175313,0.294609,0.290852,0.186992,0.181691,0.140900,0.015471,0.013334,0.046596,0.023881,0.037509,0.010723,0.011626,0.007884,0.008651,0.007363,0.009346,0.010696,0.010586,neutral
0.081133,0.027520,2.816760,0.170548,0.195512,0.571127,0.013491,0.115750,-24.268295,2.595884,-0.223508,-0.120075,-0.519923,0.494832,0.037131,-0.006401,-0.124664,0.147445,-0.063069,0.110357,-0.085136,0.014575,0.005242,0.045849,0.021746,0.029985,0.015629,0.017965,0.013669,0.020249,0.016475,0.015783,0.004519,0.023521,0.029828,0.025346,0.394568,0.034756,0.027785,0.427544,0.006400,0.091528,1.664561,0.790824,0.931720,0.467308,0.373494,0.412332,0.370790,0.310869,0.217328,0.235468,0.173599,0.177592,0.170701,0.011859,0.006090,0.031317,0.020400,0.024425,0.010640,0.013378,0.025996,0.021799,0.017947,0.011842,0.004681,0.009189,neutral
0.116921,0.018891,3.018589,0.199977,0.208052,0.665133,0.015747,0.155725,-25.007345,2.605548,-0.745410,-0.256772,-0.395878,0.266358,0.341382,-0.087862,-0.029277,0.192630,-0.095244,0.051082,0.047002,0.007845,0.007528,0.020523,0.015522,0.023985,0.041710,0.017472,0.006207,0.011807,0.012286,0.012338,0.007929,0.024548,0.067644,0.011400,0.281040,0.065452,0.033664,0.412141,0.005146,0.126910,1.340213,0.628004,0.588908,0.279361,0.321498,0.263841,0.235900,0.193508,0.204707,0.238675,0.198968,0.178041,0.155547,0.010806,0.012798,0.021048,0.015179,0.021872,0.014425,0.016817,0.011709,0.013426,0.010589,0.012034,0.009572,0.007434,neutral
0.172657,0.009372,2.822028,0.267921,0.234841,0.972975,0.009302,0.274712,-28.885284,2.541820,-0.045882,0.065769,-0.132218,0.265817,0.150139,-0.060931,0.072224,0.080138,-0.066419,0.001568,0.049662,0.018972,0.005066,0.038026,0.011959,0.026885,0.016181,0.023056,0.005312,0.008158,0.013945,0.025340,0.004263,0.017193,0.147147,0.010962,0.410742,0.149192,0.050645,0.736816,0.005471,0.275159,3.001827,0.964417,0.719543,0.267097,0.271669,0.226901,0.228814,0.339528,0.321160,0.203312,0.169038,0.144689,0.138390,0.017108,0.004698,0.027120,0.012830,0.018922,0.021960,0.018843,0.007703,0.008238,0.011756,0.021098,0.004287,0.007497,negative
0.168433,0.022542,2.794400,0.245562,0.206126,0.857875,0.016114,0.255771,-25.587120,2.442622,-0.349476,-0.090055,-0.166302,0.618084,0.184811,-0.167781,-0.068118,0.078054,-0.036225,0.090773,-0.009155,0.006888,0.004676,0.015620,0.015072,0.025574,0.016887,0.042485,0.005858,0.008821,0.014449,0.008012,0.003530,0.017926,0.149342,0.024119,0.492364,0.157830,0.047558,0.827802,0.009292,0.273370,2.310228,1.038535,0.855197,0.346928,0.406164,0.396182,0.239437,0.324929,0.252699,0.190904,0.251597,0.212535,0.178063,0.007626,0.005880,0.020135,0.020906,0.028485,0.018661,0.035167,0.009702,0.016074,0.013622,0.008909,0.004495,0.010909,negative
0.158686,0.011074,3.035814,0.256700,0.238104,1.232540,0.008826,0.272825,-26.550542,1.723032,-0.701795,-0.260914,-0.308761,0.206444,0.068597,-0.270724,-0.031626,0.100869,-0.155826,0.027776,-0.122810,0.008351,0.006287,0.017437,0.012088,0.014901,0.013226,0.025627,0.009735,0.015780,0.026354,0.013665,0.006868,0.019059,0.087340,0.009003,0.327315,0.077303,0.034541,0.623838,0.005135,0.188738,2.227421,0.590884,0.564343,0.346587,0.390670,0.288446,0.303017,0.337351,0.257182,0.300993,0.251892,0.206948,0.172467,0.009433,0.006428,0.024000,0.013742,0.016261,0.014431,0.030984,0.015111,0.023673,0.027519,0.011546,0.007984,0.011257,negative
0.119599,0.014817,3.015583,0.216745,0.220809,0.753528,0.015835,0.176550,-25.664669,2.418638,-0.574823,-0.169931,-0.253244,0.320268,0.170360,-0.095542,0.062225,0.153433,-0.244806,0.094314,-0.001070,0.016051,0.005873,0.029341,0.022704,0.019267,0.015668,0.026394,0.005028,0.010431,0.019142,0.009602,0.003936,0.023981,0.079192,0.010337,0.288922,0.079101,0.038721,0.530059,0.009392,0.161552,2.099991,0.715428,0.815559,0.418111,0.457340,0.303285,0.292653,0.268846,0.217656,0.285161,0.194207,0.186460,0.196336,0.025917,0.008019,0.029464,0.027617,0.028306,0.020804,0.029206,0.008044,0.012823,0.020466,0.008524,0.005104,0.011916,negative
0.115957,0.040414,2.836509,0.202078,0.223856,0.470790,0.019806,0.148125,-25.154956,3.187283,0.388103,-0.338612,-0.617687,0.156979,-0.146455,0.049672,-0.044429,-0.011166,-0.105707,0.061953,-0.038014,0.021034,0.004864,0.027740,0.020744,0.024667,0.024085,0.029922,0.002266,0.016546,0.019548,0.020595,0.008779,0.026315,0.132805,0.036418,0.508539,0.123053,0.049439,0.709059,0.013638,0.246801,2.439898,0.533885,0.712402,0.389963,0.452930,0.341029,0.391590,0.259598,0.298874,0.220569,0.232494,0.244388,0.276970,0.026841,0.007280,0.027903,0.029538,0.030032,0.039154,0.037943,0.005086,0.030726,0.020337,0.025203,0.013232,0.013297,negative
0.252472,0.025214,3.005106,0.317329,0.226523,1.257433,0.011748,0.369000,-25.421689,2.280525,0.127550,-0.491114,-0.178022,0.098836,0.262269,-0.127288,0.222299,-0.031632,-0.021878,0.134926,0.051540,0.008072,0.007795,0.011102,0.011546,0.035292,0.014780,0.025703,0.015044,0.007604,0.008169,0.007308,0.009162,0.016854,0.084270,0.017300,0.228709,0.078164,0.030219,0.435323,0.006306,0.105919,2.062923,0.971156,0.471017,0.261177,0.372408,0.237384,0.158038,0.280288,0.169353,0.285127,0.132531,0.136804,0.182850,0.008456,0.007745,0.010509,0.012608,0.040197,0.017453,0.017353,0.023205,0.007033,0.007492,0.006577,0.007221,0.009302,negative
0.127242,0.035909,3.032133,0.214187,0.214772,0.655274,0.018065,0.173333,-25.429739,3.024757,-0.303955,-0.142773,-0.266598,0.130751,0.086530,0.030552,0.019083,-0.004831,0.000768,0.082698,0.124727,0.014688,0.013011,0.016922,0.010969,0.027221,0.038388,0.040609,0.002008,0.006750,0.008608,0.009091,0.010483,0.024609,0.128660,0.026219,0.265618,0.125818,0.030153,0.765082,0.014661,0.220160,2.355845,1.474763,0.796467,0.364127,0.454822,0.293994,0.357487,0.275582,0.258036,0.194816,0.206119,0.138833,0.167295,0.020213,0.019347,0.029919,0.018553,0.033751,0.039488,0.033831,0.003483,0.006779,0.008110,0.010507,0.016877,0.013444,negative
0.231925,0.020072,3.204113,0.290756,0.217987,2.087827,0.003861,0.405269,-23.024822,-0.133056,-1.063679,0.022169,0.041183,-0.089746,-0.169507,-0.154922,0.051298,-0.228856,-0.027055,0.140212,-0.114495,0.008371,0.006976,0.011868,0.007627,0.005453,0.008415,0.009406,0.006731,0.012750,0.006755,0.007641,0.007573,0.007861,0.035094,0.008035,0.121806,0.027626,0.011033,0.290209,0.001569,0.076676,0.617612,0.643849,0.374232,0.313875,0.338728,0.342745,0.229734,0.235769,0.245464,0.253636,0.207542,0.239046,0.274171,0.005541,0.006007,0.009512,0.006744,0.004758,0.009839,0.007139,0.007541,0.016642,0.005261,0.007234,0.005163,0.004016,negative
0.082916,0.040201,3.048331,0.170467,0.208095,0.384228,0.024897,0.086750,-25.096324,3.360907,-0.099179,0.022190,-0.351155,0.032098,0.083654,-0.228393,-0.040016,0.024519,0.150698,0.043797,0.047856,0.007774,0.004888,0.013808,0.015922,0.031080,0.038170,0.069552,0.002591,0.012972,0.024081,0.016234,0.003852,0.034621,0.035651,0.033798,0.278502,0.071496,0.055799,0.326377,0.010967,0.058718,1.898128,0.623690,0.920383,0.398286,0.491429,0.249964,0.352581,0.291606,0.249093,0.181378,0.327830,0.205051,0.198629,0.006250,0.006313,0.015451,0.023918,0.042172,0.058631,0.053211,0.004256,0.018852,0.025720,0.018551,0.004747,0.013373,negative
